"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count","household_id","survey_relationship","health_mobility","health_self_care","health_daily_activity","health_pain","health_fear","health_score","city_name_participant","city_zip_code","city_name","city_xcoord","city_ycoord","city_latitude","city_longitude","person_height","person_weight","residential_status","residential_status_other","residential_population","child_care_boolean","child_care_monday","child_care_tuesday","child_care_wednesday","child_care_thursday","child_care_friday","child_care_saturday","child_care_sunday","child_care_unknown","child_school","child_school_count","child_extracur_boyscout","child_extracur_sports_team","child_extracur_music_school","child_extracur_other","child_extracur_no","child_extracur_unknown","child_extracur_other_detail","occupation_detail_simid","elderly_at_work","occupation_public_health","occupation_public_health_function","severe_disease_self","severe_disease_family","severe_disease_caregiving","elderly_children","elderly_children_count","elderly_children_age","elderly_children_frequency","elderly_grandchildren","elderly_grandchildren_count","elderly_grandchildren_age","elderly_grandchildren_frequency","smoking","elderly_smoking","elderly_drinking_type","elderly_drinking_frequency","work_contacts_0_5","work_contacts_6_11","work_contacts_12_17","work_contacts_18_29","work_contacts_30_60","work_contacts_60plus","time_use_location_1","time_use_location_2","time_use_location_3","time_use_location_4","time_use_location_5","time_use_location_6","time_use_location_7","time_use_location_8","time_use_location_9","time_use_location_10","time_use_location_11","time_use_location_12","time_use_location_13","time_use_location_14","time_use_location_15","time_use_location_16","time_use_location_17","time_use_distance_1","time_use_distance_2","time_use_distance_3","time_use_distance_4","time_use_distance_5","time_use_distance_6","time_use_distance_7","time_use_distance_8","time_use_distance_9","time_use_distance_10","time_use_distance_11","time_use_distance_12","time_use_distance_13","time_use_distance_14","time_use_distance_15","time_use_distance_16","time_use_distance_17","uncommon_day","uncommon_day_reason","uncommon_day_other","contacts_unreported","public_transport_bus","public_transport_train","public_transport_other","hh_member_age_1","hh_member_age_2","hh_member_age_3","hh_member_age_4","hh_member_age_5","hh_member_age_6","hh_member_age_7","hh_member_age_8","hh_member_age_9","hh_member_age_10","hh_member_age_11","hh_member_age_12","hh_member_gender_1","hh_member_gender_2","hh_member_gender_3","hh_member_gender_4","hh_member_gender_5","hh_member_gender_6","hh_member_gender_7","hh_member_gender_8","hh_member_gender_9","hh_member_gender_10","hh_member_gender_11","hh_member_gender_12","hh_member_present_1","hh_member_present_2","hh_member_present_3","hh_member_present_4","hh_member_present_5","hh_member_present_6","hh_member_present_7","hh_member_present_8","hh_member_present_9","hh_member_present_10","hh_member_present_11","hh_member_present_12","animal_ownership","animal_touching","animal_ownership_cat","animal_ownership_dog","animal_ownership_horse","animal_ownership_chicken","animal_ownership_turkey","animal_ownership_sheep","animal_ownership_pigeon","animal_ownership_pig","animal_ownership_cow","animal_ownership_fish","animal_ownership_other","animal_touching_cat","animal_touching_dog","animal_touching_horse","animal_touching_chicken","animal_touching_turkey","animal_touching_sheep","animal_touching_pigeon","animal_touching_pig","animal_touching_cow","animal_touching_fish","animal_touching_other","hh_parental_type","problem_flag","individual_survey"
"BE",3383819,13535276,1,9,11,2010,26,"M",1,NA,4,NA,NA,"BE",2,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",4,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,2,"Y","N",5,3383819,NA,1,1,1,1,1,90,"grobbendonk",2280,"Grobbendonk",175831,208986,51.1832616,4.7349959,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","Y",1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",3389528,13558112,1,4,12,2010,28,"M",1,NA,1,NA,NA,"BE",2,25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",0,3389528,NA,1,1,1,1,1,85,"maldegem",9990,"Maldegem",85475,211394,51.209082,3.4486611,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3403328,13613312,1,12,11,2010,90,"M",2,NA,3,NA,NA,"BE",2,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",1,3403328,4,2,2,2,2,2,40,"edegem",2650,"Edegem",155355,204940,51.1559541,4.4318937,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"N","N",NA,"N","N","N","Y",2,44,2,"Y",1,24,4,NA,3,2,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3405262,13621048,1,6,11,2010,30,"M",6,NA,3,NA,NA,"BE",3,30,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,6,"N","Y",15,3405262,NA,1,1,2,1,3,30,"geluwe",8940,"Wervik",56546,163882,50.7841386,3.0448969,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,"Y","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,1,7,7,5,1,1,1,1,5,8,8,8,8,8,8,3,2,1,3,3,2,1,1,1,1,2,3,3,3,3,3,3,"Y",6,NA,5,"N","N",NA,30,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3405822,13623288,1,5,11,2010,26,"F",5,NA,5,NA,NA,"BE",4,24,56,58,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","Y",18,3405822,NA,1,1,1,1,1,98,"Tielt",8700,"Tielt",76891,188365,51.0001519,3.3263821,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"N",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,3,8,8,8,1,5,1,8,8,7,7,7,1,1,1,3,3,3,3,3,3,1,2,1,2,2,2,2,2,1,"N",NA,NA,2,"N","N",NA,24,56,58,26,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F","F",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","Y","vogels (buiten) --> niet naartoe geweest","Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3409379,13637516,1,15,11,2010,76,"F",2,NA,5,NA,NA,"BE",2,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",7,3409379,4,1,1,1,2,1,70,"brakel",9660,"Brakel",107352,166078,50.80276,3.76382,NA,NA,"at_home"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"N","N",NA,"N","Y","N","N",NA,NA,NA,"N",NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3417600,13670400,1,2,12,2010,35,"F",1,NA,5,NA,NA,"BE",5,3,6,8,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",9,3417600,NA,1,1,1,1,1,85,"everberg",3078,"Kortenberg",162180,175070,50.8761164,4.5699968,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Y",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,3,6,8,35,42,NA,NA,NA,NA,NA,NA,NA,"F","F","M","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","N","N","N","konijn","N","N","N","N","N","N","N","N","N","N","konijn",2,0,TRUE
"BE",3440297,13761188,1,2,11,2010,56,"F",1,NA,3,NA,NA,"BE",3,20,56,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",9,3440297,NA,1,1,1,1,1,95,"merchtem",1785,"Merchtem",140389,183111,50.95842,4.23244,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,8,8,1,1,8,8,8,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,3,3,1,1,1,1,1,1,"Y",4,NA,1,"N","N",NA,20,56,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3443764,13775056,3,7,11,2010,6,"M",5,NA,6,NA,NA,"BE",5,6,11,13,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",10,3443764,NA,1,1,1,1,1,95,"antwerpen",2000,"Antwerpen",152132,212370,51.2198771,4.4011356,NA,NA,NA," ",NA,"Y","Y","Y","N","Y","Y","N","N","N",2,24,"Y","N","N","Y","N","N","volksdans",NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,8,8,8,8,8,8,8,8,8,5,8,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,3,3,1,1,1,"Y",6,"uitstap efteling",1,"N","N",NA,6,11,13,41,43,NA,NA,NA,NA,NA,NA,NA,"M","M","M","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3447904,13791616,1,5,12,2010,46,"M",1,NA,4,NA,NA,"BE",4,19,21,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",11,3447904,NA,1,1,1,1,1,100,"gierle",2275,"Lille",181762,214438,51.2420452,4.8232254,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,7,5,5,3,3,5,5,5,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,1,1,1,1,"N",NA,NA,1,"N","N",NA,19,21,45,46,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3452328,13809312,1,9,11,2010,53,"F",1,NA,4,NA,NA,"BE",5,58,53,32,28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",12,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,2,"Y","N",21,3452328,NA,1,1,1,1,1,88,"bekkevoort",3460,"Bekkevoort",192716,181622,50.9426234,4.985641,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","N",1,1,5,4,4,4,4,1,1,4,4,7,7,7,1,1,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,1,1,1,"N",NA,NA,4,"N","N",NA,58,53,32,28,22,NA,NA,NA,NA,NA,NA,NA,"M","F","M","M","F",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3452661,13810644,1,26,11,2010,44,"M",1,NA,3,NA,NA,"BE",4,44,43,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",19,3452661,NA,2,1,1,2,1,80,"loenhous/wuustwezel",2990,"Wuustwezel",166032,231388,51.389404,4.5912302,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,8,1,1,1,1,1,4,4,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,"N",NA,NA,1,"N","N",NA,44,43,18,16,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3454232,13816928,1,15,11,2010,28,"F",1,NA,6,NA,NA,"BE",2,28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",14,3454232,NA,1,1,1,1,1,94,"lanaken",3620,"Lanaken",240280,176198,50.8919602,5.6398572,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Y","osteopate","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","N",1,1,4,4,4,4,1,1,7,7,1,4,4,7,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,"N",NA,NA,1,"N","N",NA,28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","N","N","dwergpapegaai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3461962,13847848,1,3,11,2010,36,"M",1,NA,5,NA,NA,"BE",2,36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","Y",10,3461962,NA,1,1,1,1,2,NA,"laahdal",2431,"Laakdal",195701,196350,51.0687686,4.9699406,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","N",1,4,4,4,4,8,4,4,4,4,5,7,7,7,8,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,"N",NA,NA,4,"N","N",NA,36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3479273,13917092,1,3,11,2010,50,"F",1,NA,5,NA,NA,"BE",4,20,22,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",19,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","Y",28,3479273,NA,1,1,1,2,1,80,"horebeke",9667,"Horebeke",101980,169926,50.8372,3.68672,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Y","verpleegkundige","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"N","N","N","N","N","Y",1,4,4,4,4,1,8,8,8,8,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,2,2,1,1,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,20,22,49,50,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","Y","N","N","N","N","N","N","konijnen","Y","Y","N","N","N","N","N","N","N","N","konijnen",2,0,TRUE
"BE",3492312,13969248,1,28,10,2010,42,"M",1,NA,3,NA,NA,"BE",4,42,39,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",3,3492312,NA,1,1,1,2,1,74,"kortemark",8610,"Kortemark",56909,191394,51.0284499,3.0441091,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,1,7,4,4,1,4,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,42,39,15,14,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","N","Y","N","N","N","Y","Y","N","konijnen","N","Y","N","N","N","N","N","Y","Y","N","konijnen",2,0,TRUE
"BE",3498557,13994228,3,6,11,2010,3,"M",5,NA,4,NA,NA,"BE",3,3,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",8,3498557,NA,1,1,1,1,1,85,"torhout",8820,"Torhout",61160,195790,51.06498,3.10157,NA,NA,NA," ",NA,"Y","N","Y","Y","Y","Y","N","N","N",1,20,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,3,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","Y","N","N","Y","N","N","Y",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3543257,14173028,1,2,11,2010,54,"F",3,NA,4,NA,NA,"BE",2,56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",6,3543257,NA,1,1,1,2,1,91,"as",3668,"Niel-bij-As",236410,190190,51.0176272,5.6045057,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,8,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,"N",NA,NA,1,"N","N",NA,56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","N","N","N","N","N","N","N","N","pony","Y","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",3552182,14208728,1,15,11,2010,54,"M",2,NA,3,NA,NA,"BE",2,65,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",6,3552182,NA,2,1,2,2,2,70,"deurne",2100,"Deurne",157010,212610,51.2207104,4.4648012,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"N",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,8,8,7,1,1,1,9,9,9,9,9,9,1,1,1,1,1,2,2,1,1,1,1,5,5,5,5,5,5,"N",NA,NA,1,NA,NA,NA,65,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",3559462,14237848,3,23,12,2010,5,"M",5,NA,6,NA,NA,"BE",3,3,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",3,NA,"BE","N",NA,4,NA,NA,NA,4,"Y","N",46,3559462,NA,1,1,1,1,1,82,"antwerpen",2030,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,"Y","Y","Y","Y","Y","Y","N","N","N",1,18,"N","N","N","Y","N","N","kinderkoor",NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,2,3,3,2,2,5,5,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,"N",NA,NA,4,"N","N",NA,3,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","N","N","N","N","N","N","N","N","hamster","N","N","N","N","N","N","N","N","N","N","hamster",1,0,TRUE
